Batch plan id,Batch plan/Process(Parent Job),Job group(Sub-job),Date & Start Time,Schedule,Status (Automated/Manual),Active vs Non Active,BP name,BP description
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:06,Monthly 20th,Automated,Active,Generate consolidated invoice - Monthly Rental (OL),Generates the consolidated invoice for Monthly Rental invoice (OL)
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:12,Monthly 20th,Automated,Active,Generate consolidated invoice - Monthly Rental (FM),Generates the consolidated invoice for Monthly Rental invoice (FM)
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:14,Monthly 20th,Automated,Active,Generate consolidated invoice - Plan fee OEM,Generates the consolidated invoice for Plan fee OEM
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:14,Monthly 20th,Automated,Active,Generate consolidated invoice - Charge back fine,Generates the consolidated invoice for Charge back fine invoices
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:14,Monthly 20th,Automated,Active,Generate consolidated invoice - Charge back license,Generates the consolidated invoice for Charge back license invoices
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:14,Monthly 20th,Automated,Active,Generate consolidated invoice - Charge back RMT,Generates the consolidated invoice for Charge back RMT invoices
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:14,Monthly 20th,Automated,Active,Generate consolidated invoice - Charge back transport,Generates the consolidated invoice for Charge back transport invoices
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:14,Monthly 20th,Automated,Active,Generate consolidated invoice - Charge back fleet inspection,Generates the consolidated invoice for Charge back fleet inspection invoices
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:14,Monthly 20th,Automated,Active,Generate consolidated invoice - Charge back relief,Generates the consolidated invoice for Charge back relief invoices
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:14,Monthly 20th,Automated,Active,Generate consolidated invoice - Charge back damage,Generates the consolidated invoice for Charge back damage invoices
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:14,Monthly 20th,Automated,Active,Generate consolidated invoice - Charge back other,Generates the consolidated invoice for Charge back other invoices
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:14,Monthly 20th,Automated,Active,Generate consolidated invoice - Cancellation,Generates the consolidated invoice for cancellation fee invoices
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:14,Monthly 20th,Automated,Active,Generate consolidated invoice - Arrears penalty,Generates the consolidated invoice for arrears penalty invoices
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:14,Monthly 20th,Automated,Active,Generate consolidated invoice - Charge back MM Monthly,Generates the consolidated invoice for Charge back RMT on daily basis (depending on customer setting)
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:14,Monthly 20th,Automated,Active,Update invoiced cost center on consolidated invoice - Monthly,Updates invoiced cost center (consolidated at) on consolidated invoices - to be run after each consolidated invoice run
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:15,Monthly 20th,Automated,Active,Update invoiced cost center id on consolidated invoice - Monthly,to be updated on each consolidated invoice run
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:16,Monthly 20th,Automated,Active,Update consolidated invoice invoicing address with consolidated cost center address - Monthly,to be updated on each consolidated invoice run
100005,Customer invoicing,Generate consolidated invoice - Monthly,25/11/2021 04:16,Monthly 20th,Automated,Active,Update consolidated invoice sending address with consolidated cost center address - Monthly,to be updated on each consolidated invoice run
100005,Customer invoicing,OEM Profit share invoice,31/12/2021 15:54,Last day Monthly,Automated,Active,Generate Billing items for VAT No Claim clearing,Generates VAT No Claim clearing billing items for OEM.
100005,Customer invoicing,OEM Profit share invoice,31/12/2021 15:54,Last day Monthly,Automated,Active,OEM Profit share invoicing,"Creates outgoing invoices for OEM Profit Share 
- OEM Profit share BI
- VAT Clearing BI"
100005,Customer invoicing,OEM Profit share invoice,31/12/2021 15:54,Last day Monthly,Automated,Active,Set Joint Venture on outgoing sales invoice - Last day monthly,Updates the Joint Venture on sales invoice  - Last day monthly
100005,Customer invoicing,OEM Profit share invoice,31/12/2021 15:54,Last day Monthly,Automated,Active,Update invoiced cost center on outgoing invoice - Last day monthly,Updates invoiced cost center on outgoing invoice - Last day monthly
100005,Customer invoicing,OEM Profit share invoice,31/12/2021 15:54,Last day Monthly,Automated,Active,Update invoiced cost center on outgoing invoice with Financial Customer - Last day monthly,Updates invoiced cost center on outgoing invoice with Financial Customer  - Last day monthly
100005,Customer invoicing,OEM Profit share invoice,31/12/2021 15:54,Last day Monthly,Automated,Active,Update invoiced cost center id on outgoing invoice - Last day monthly,Updates invoiced cost center id on outgoing invoice  - Last day monthly
100005,Customer invoicing,Generate consolidated invoice - Last day monthly,31/12/2021 15:54,Last day Monthly,Automated,Active,Generate consolidated invoice - OEM Profit Share,Generates the consolidated invoice for OEM Profit Share
100005,Customer invoicing,Generate consolidated invoice - Last day monthly,31/12/2021 15:54,Last day Monthly,Automated,Active,Update invoiced cost center on consolidated invoice - Last day monthly,Updates invoiced cost center (consolidated at) on consolidated invoices - to be run after each consolidated invoice run
100005,Customer invoicing,Generate consolidated invoice - Last day monthly,31/12/2021 15:54,Last day Monthly,Automated,Active,Update invoiced cost center id on consolidated invoice - Last day monthly,to be updated on each consolidated invoice run
100005,Customer invoicing,Generate consolidated invoice - Last day monthly,31/12/2021 15:54,Last day Monthly,Automated,Active,Update consolidated invoice invoicing address with consolidated cost center address - Last day monthly,to be updated on each consolidated invoice run
100005,Customer invoicing,Generate consolidated invoice - Last day monthly,31/12/2021 15:54,Last day Monthly,Automated,Active,Update consolidated invoice sending address with consolidated cost center address - Last day monthly,to be updated on each consolidated invoice run
100005,Customer invoicing,Customer Profit share invoice,,Half-yearly,Automated,Active,Customer Profit share invoicing,Creates outgoing invoices for Profit Share
100005,Customer invoicing,Customer Profit share invoice,,Half-yearly,Automated,Active,Set Joint Venture on outgoing sales invoice - Half yearly,Updates the Joint Venture on sales invoice  - Half yearly
100005,Customer invoicing,Customer Profit share invoice,,Half-yearly,Automated,Active,Update invoiced cost center on outgoing invoice - Half yearly,Updates invoiced cost center on outgoing invoice - Half yearly
100005,Customer invoicing,Customer Profit share invoice,,Half-yearly,Automated,Active,Update invoiced cost center on outgoing invoice with Financial Customer - Half yearly,Updates invoiced cost center on outgoing invoice with Financial Customer  - Half yearly
100005,Customer invoicing,Customer Profit share invoice,,Half-yearly,Automated,Active,Update invoiced cost center id on outgoing invoice - Half yearly,Updates invoiced cost center id on outgoing invoice  - Half yearly
100005,Customer invoicing,Generate consolidated invoice - Half yearly,,Half-yearly,Automated,Active,Generate consolidated invoice - Profit Share,Generates the consolidated invoice for Profit Share
100005,Customer invoicing,Generate consolidated invoice - Half yearly,,Half-yearly,Automated,Active,Update invoiced cost center on consolidated invoice - Half yearly,Updates invoiced cost center (consolidated at) on consolidated invoices - to be run after each consolidated invoice run
100005,Customer invoicing,Generate consolidated invoice - Half yearly,,Half-yearly,Automated,Active,Update invoiced cost center id on consolidated invoice - Half yearly,to be updated on each consolidated invoice run
100005,Customer invoicing,Generate consolidated invoice - Half yearly,,Half-yearly,Automated,Active,Update consolidated invoice invoicing address with consolidated cost center address - Half yearly,to be updated on each consolidated invoice run
100005,Customer invoicing,Generate consolidated invoice - Half yearly,,Half-yearly,Automated,Active,Update consolidated invoice sending address with consolidated cost center address - Half yearly,to be updated on each consolidated invoice run
100005,Customer invoicing,NPS persistant payment schedule,23/01/2022 18:05,Monthly 21st,Automated,Active,Build the NPS payment schedule for a contract and persist to database - Monthly Weekly,Build the NPS payment schedule for a contract and persist to database - Monthly & Weekly
100005,Customer invoicing,Document generation monthly invoices,,Disabled,Manual,Non Active,Generate documents for anticipated monthly invoices (OL),
100005,Customer invoicing,Monthly ST customer invoice run,,Disabled,Manual,Non Active,Short term billing active contracts,
100005,Customer invoicing,Operating Lease Contract Termination - Stock posting,,Disabled,Manual,Non Active,Operating Lease Contract Termination - Stock posting,Launches the automatic posting template for the stock posting of operating leases terminated in the last 5 days.
100005,Customer invoicing,Daily ST customer invoice run,,Disabled,Manual,Non Active,Short term billing terminated contracts,
100005,Customer invoicing,Daily ST customer invoice run,,Disabled,Manual,Non Active,Wash out short term billing terminated contracts,
100005,Customer invoicing,Document generation daily invoices,,Disabled,Manual,Non Active,Generate documents for first period invoices (OL),
100005,Customer invoicing,Monthly ST customer invoice run,,Disabled,Manual,Non Active,Wash out short term billing active contracts,
100005,Customer invoicing,Document generation daily invoices,,Disabled,Manual,Non Active,Generate documents for monthly invoices (FL),
100005,Customer invoicing,Monthly ST customer invoice run,,Disabled,Manual,Non Active,Short-term invoicing active contracts,Creates outgoing invoices for short-term contract billing
100005,Customer invoicing,Daily ST customer invoice run,,Disabled,Manual,Non Active,Short-term invoicing terminated contracts,Creates outgoing invoices for short-term contract billing
100005,Customer invoicing,Document generation daily invoices,,Disabled,Manual,Non Active,Generate documents for downpayment invoices,
100005,Customer invoicing,Document generation daily invoices,,Disabled,Manual,Non Active,Generate documents for modification invoices,
100005,Customer invoicing,Document generation daily invoices,,Disabled,Manual,Non Active,Generate documents for vehicle sale invoices,
100005,Customer invoicing,Document generation daily invoices,,Disabled,Manual,Non Active,Generate documents for charge back invoices and termination invoices,
100005,Customer invoicing,Document generation daily invoices,,Disabled,Manual,Non Active,Generate documents for buffer settlement invoices,
100005,Customer invoicing,Document generation daily invoices,,Disabled,Manual,Non Active,Generate documents for fuel settlement invoices,
100005,Customer invoicing,Document generation daily invoices,,Disabled,Manual,Non Active,Generate documents for distance settlement invoices,
100006,"MRI, not needed (Contract follow-up)",Vehicle order and delivery follow-up,,Evening,Manual,Non Active,,
100006,"MRI, not needed (Contract follow-up)",Contract activation,,Evening,Manual,Non Active,,
100006,"MRI, not needed (Contract follow-up)",Automatic contract termination,,Evening,Manual,Non Active,,
100006,"MRI, not needed (Contract follow-up)",Update vehicle ownership on GBB fleet vehicles after purchase,,Evening,Manual,Non Active,,
100006,"MRI, not needed (Contract follow-up)",Create and sell bid,,Evening,Manual,Non Active,,
100006,"MRI, not needed (Contract follow-up)",Fleet vehicle status updates,,Night,Manual,Non Active,Update fleet vehicle status (stolen),"Updates the fleet vehicle status to ""out of fleet (stolen)"" for terminated contracts with incident type = ""theft""."
100006,"MRI, not needed (Contract follow-up)",Upfront billing follow-up on canceled contracts,,Evening,Manual,Non Active,Upfront billing check for canceled contracts,"Start follow-up process for canceled contracts with remaining upfront billing, incl. setting the status of yet to be invoiced upfront billing item to 'is to be validated' upon starting the process.  "
100006,"MRI, not needed (Contract follow-up)",Vehicle order and fleet vehicle follow-up on canceled contracts,,Evening,Manual,Non Active,Follow-up on vehicle order for canceled contracts,Start a follow-up process for canceled contracts with a vehicle order already created.
100006,"MRI, not needed (Contract follow-up)",Deposit follow-up on canceled or terminated contracts,,Evening,Manual,Non Active,Deposit check for canceled/terminated contracts,Start a follow-up process for canceled or terminated contracts with remaining deposits (possibly indicating deposits that would still need to be canceled/closed)
100006,"MRI, not needed (Contract follow-up)",Upfront billing,,Evening,Manual,Non Active,Bill upfront changes in case of contract modification,Re-evaluates upfront billing for all contracts with recent changes concerning customer or driver upfronts (selection using hardcoded SQL) for service type 'net rental' (service type enum ID 430). These BI will be picked up by a daily invoice run.
100006,"MRI, not needed (Contract follow-up)",Contract closure process,,Monthly,Manual,Non Active,End of contract buffer settlement,Performs a buffer settlement of terminated contracts with an open calculation service.
100006,"MRI, not needed (Contract follow-up)",Vehicle order and fleet vehicle follow-up on canceled contracts,,Evening,Manual,Non Active,Cancel fleet vehicle after contract cancellation,Set the fleet vehicle status to 'out of fleet' for canceled contracts that have already a fleet vehicle created but for which the vehicle order is 'canceled' or no vehicle order was registered.
100006,"MRI, not needed (Contract follow-up)",Fleet vehicle status updates,,Night,Manual,Non Active,Update fleet vehicle status (total loss),"Updates the fleet vehicle status to ""out of fleet (total loss)"" for terminated contracts with total loss incident."
100006,"MRI, not needed (Contract follow-up)",Vehicle order and fleet vehicle follow-up on canceled contracts,,Evening,Manual,Non Active,Follow-up on fleet vehicle for canceled contracts,Start a follow-up process for canceled contracts with a fleet vehicle created without vehicle order. The follow-up of fleet vehicles with vehicle order is done via the vehicle order (by bulk processor id 100046).
100007,"MRI, not needed (Fuel)",Monthly settlement of provisioned and unprovisioned fuel,,Monthly,Manual,Non Active,Fuel - monthly settlement of provisioned and unprovisioned fuel,"Performs a settlement of all contracts with a fuel service. As there are no provisions, this settlement will simply total all fuel costs until the last day of the past month."
100007,"MRI, not needed (Fuel)",Quarterly settlement of provisioned fuel,,Quarterly,Manual,Non Active,Fuel - quarterly settlement of provisioned fuel,Performs a buffer evaluation of contracts with a provisioned fuel service.
100007,"MRI, not needed (Fuel)",Half-yearly settlement of provisioned fuel,,Half-yearly,Manual,Non Active,Fuel - half-yearly settlement of provisioned fuel,Performs a buffer evaluation of contracts with a provisioned fuel service.
100007,"MRI, not needed (Fuel)",Yearly settlement of provisioned fuel,,Yearly,Manual,Non Active,Fuel - yearly settlement of provisioned fuel,Performs a buffer evaluation of contracts with a provisioned fuel service.
100008,"MRI, not needed (Dist. Monitor)",Yearly contract distance evaluation,,Yearly,Manual,Non Active,Distance monitoring - yearly contract distance evaluation,Yearly evaluation of all contracts that have excess/less distance prices specified.
100009,TPSC management,Cancellation of TPSCs,17/11/2021 17:15,Evening,Automated,Active,Cancel TPSCs after contract cancellation,"Set the TPSC status to 'canceled' for TPSCs where it is not too late to cancel them, e.g. TPSC has not been requested yet or is currently not active."
100009,TPSC management,Cancellation of TPSCs,15/12/2021 17:15,Evening,Automated,Active,Cancel TPSCs without current version (linked to initialized contracts),"Set the TPSC status to 'canceled' for TPSCs where it is not too late to cancel them, e.g. TPSC has not been requested yet or is currently not active."
100009,TPSC management,Set TPSC provider,17/11/2021 17:15,Evening,Automated,Active,Set Telematics TPSC provider,This process sets the TPSC provider on Telematics TPSCs.
100009,TPSC management,Set TPSC provider,17/11/2021 17:15,Evening,Automated,Active,Set Insurance other TPSC provider,"This process sets the TPSC provider on ""Insurance Other"" TPSCs."
100009,TPSC management,Set TPSC provider,17/11/2021 17:15,Evening,Automated,Active,Set License TPSC provider,This process sets the TPSC provider on License TPSCs.
100009,TPSC management,Set TPSC provider,17/11/2021 17:15,Evening,Automated,Active,Set RMT Collect and Pay Over TPSC provider,This process sets the TPSC provider on RMT Collect and Pay Over TPSCs.
100009,TPSC management,Activation of other TPSCs,28/12/2021 17:15,Evening,Automated,Active,Activate remaining initialized TPSCs after contract start,This process activates any remaining (initialized) TPSCs in a running contract. Assumption is that this is the process of 'last resort'; meaning that any specific TPSC requests (especially those via interface) should have been done before.
100009,TPSC management,Activation of other TPSCs,17/11/2021 17:15,Evening,Automated,Active,Update TPSC End Date for newly activated TPSC,
100009,TPSC management,Termination of other TPSCs,17/11/2021 17:15,Evening,Automated,Active,Terminate remaining TPSCs after contract end,This process terminates any remaining TPSCs in a terminated contract. Assumption is that this is the process of 'last resort'; meaning that any specific TPSC terminations (especially those via interface) should have been done before.
100009,TPSC management,Renew RMT Collect and Pay Over TPSC - Monthly 1st,08/12/2021 10:16,Evening,Automated,Active,Renew RMT Collect and Pay Over - 1st - current month renewal,This job creates renewal order for Collect and Pay Over TPSC which are to be renewed for the current month and paid on a monthly basis.
100009,TPSC management,Renew RMT Collect and Pay Over TPSC - Monthly 5th,08/12/2021 10:17,Evening,Automated,Active,Renew RMT Collect and Pay Over - 5th - current month renewal,This job creates renewal order for Collect and Pay Over TPSC which are to be renewed for the current month and paid on a monthly basis.
100009,TPSC management,Renew RMT Collect and Pay Over TPSC - Monthly 16th,16/01/2022 17:30,Evening,Automated,Active,Renew RMT Collect and Pay Over - 16th - current month renewal,This job creates renewal order for Collect and Pay Over TPSC which are to be renewed for the current month and paid on a monthly basis.
100009,TPSC management,Renew GOSCOR TPSC - Monthly 1st,08/12/2021 10:18,Evening,Automated,Active,Renew GOSCOR (Telematics and RMT Collect and Pay Over) TPSC - 1st - current month renewal,This job creates renewal order for Telematics and RMT Collect and Pay Over for GOSCOR TPSC which are to be renewed for the current month and paid on a monthly basis.
100009,TPSC management,Renew Roadside Assistance TPSC,01/01/2022 17:30,Evening,Automated,Active,Renew AA FLEETCARE Roadside Assistance,This job creates renewal order for AA Roadside Assistance TPSC which are to be renewed and paid on a monthly basis.
100009,TPSC management,Renew Telematics TPSC - Monthly 1st,28/01/2022 13:10,Evening,Automated,Active,Renew Telematics - 1st - current month renewal,This job creates renewal order for Telematics TPSC which are to be renewed for the current month and paid on a monthly basis.
100009,TPSC management,Renew Telematics TPSC - Monthly 7th,08/12/2021 10:24,Evening,Automated,Active,Renew Telematics - 7th - current month renewal,This job creates renewal order for Telematics TPSC which are to be renewed for the current month and paid on a monthly basis.
100009,TPSC management,Renew Telematics TPSC - Monthly 13th,13/01/2022 17:30,Evening,Automated,Active,Renew Telematics - 13th - current month renewal,This job creates renewal order for Telematics TPSC which are to be renewed for the current month and paid on a monthly basis.
100009,TPSC management,Renew Telematics TPSC - Monthly 22nd,08/12/2021 10:28,Evening,Automated,Active,Renew Telematics - 22nd - following month renewal,This job creates renewal order for Telematics TPSC which are to be renewed for the follwoing month and paid on a monthly basis.
100009,TPSC management,Renew Telematics TPSC - Monthly 26th,08/12/2021 10:32,Evening,Automated,Active,Renew Telematics - 26th - following month renewal,This job creates renewal order for Telematics TPSC which are to be renewed for the follwoing month and paid on a monthly basis.
100009,TPSC management,Renew Insurance Other TPSC,08/12/2021 10:25,Evening,Automated,Active,Renew Insurance Other,"This job creates renewal order for ""Insurance - Other"" TPSC which are to be renewed and paid on a monthly basis."
100009,TPSC management,Renew Insurance FNB TPSC,25/11/2021 14:56,Evening,Automated,Active,Renew FNB Insurance,This job creates renewal order for FNB insurance TPSC which are to be renewed and paid on a monthly basis.
100009,TPSC management,Generate License Renewal export,31/12/2021 15:40,Last day Monthly,Automated,Active,contracts due for license renewal or replacement,
100009,TPSC management,Generate Purchase Invoices for TPSCs,03/12/2021 19:19,Last day Monthly,Automated,Non Active,Generate Purchase Invoices for License Renewals,generates purchase invoices for license renewals
100009,TPSC management,Renewal order import connector,23/07/2020 11:26,Disabled,Manual,Non Active,Generic Renewal Order Import Connector,
100009,TPSC management,Certificate of Fitness expiry date setting,17/11/2021 17:15,Evening,Automated,Active,Update COF Expiry date,
100009,TPSC management,Set fuel card status to be terminated,,Disabled,Manual,Non Active,Update fuel card status to termianted,Updates fuel card status to terminated
100009,TPSC management,Instantiation of TPSC for Personal Accident Insurance,,Disabled,Manual,Non Active,Add TPSC for 'Personal Accident Insurance' on ST contracts with pool vehicle,Check ST contracts including PAI as extra insurance service. If a pool vehicle is delivered for the contract a TPSC must be linked to the PAI lease service component in the ST contract.
100010,"MRI, not needed (VS)",Default sales channel assignments,,Night,Manual,Non Active,Determine default sales channel for fleet vehicle,Dynamically determines the default sales channel based on formula logic for (owned) fleet vehicles nearing contract end.
100010,"MRI, not needed (VS)",Default sales channel assignments,,Night,Manual,Non Active,Assignment of fleet vehicles to their default sales channel,Assigns a fleet vehicle to its default sales channel as specified on the fleet vehicle (cf. dynamic attribute DefaultSalesChannel)
100011,Monthly accounting operations,Accrual posting,30/11/2021 17:13,Last day Monthly,Automated,Active,Accruals for renewal orders,
100011,Monthly accounting operations,Accrual posting,30/11/2021 17:13,Last day Monthly,Automated,Active,Post accrual,
100011,Monthly accounting operations,Reverse accrual posting,01/01/2022 07:08,First day Monthly,Automated,Active,Post accrual reversal,
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:13,Last day Monthly,Automated,Active,Contract revision calculation before billing - In Arrears - Monthly - For Income Recognition,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:15,Last day Monthly,Automated,Active,Calculate Next Bill End Date - In Arrears - Monthly - For Income Recognition,Calculates the Bill Next Due Date on contracts
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:23,Last day Monthly,Automated,Active,Bill NPS Contracts - Monthly - In Arrears - For Income Recognition,Creates billing items for contracts which have period duration = months and are invoiced In Arrears
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,Calculate Next Bill End Date - Monthly (After 20th) - 1st month backdated activation,Calculates the Bill Next Due Date on contracts
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,Contract revision calculation before billing - Monthly (After 20th) - 1st month backdated,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.
100011,Monthly accounting operations,Income recognition rentals,31/12/2021 16:23,Last day Monthly,Automated,Active,Bill NPS Contracts - Monthly (After 20th) - In Advance - 1st month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Advance
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,Bill NPS Contracts - Monthly (After 20th) - In Arrears - 1st month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Arrears
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,Calculate Next Bill End Date - Monthly (After 20th) - 2nd month backdated activation,Calculates the Bill Next Due Date on contracts
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,Contract revision calculation before billing - Monthly (After 20th) - 2nd month backdated,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,Bill NPS Contracts - Monthly (After 20th) - In Advance - 2nd month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Advance
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,Bill NPS Contracts - Monthly (After 20th) - In Arrears - 2nd month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Arrears
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,Calculate Next Bill End Date - Monthly (After 20th) - 3rd month backdated activation,Calculates the Bill Next Due Date on contracts
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,Contract revision calculation before billing - Monthly (After 20th) - 3rd month backdated,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,Bill NPS Contracts - Monthly (After 20th)- In Advance - 3rd month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Advance
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,Calculate Next Bill End Date - Monthly (After 20th) - for current month income recognition,Calculates the Bill Next Due Date on contracts
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:40,Last day Monthly,Automated,Active,Contract revision calculation before billing - Monthly (After 20th) - current month,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:41,Last day Monthly,Automated,Active,Bill NPS Contracts - Monthly (After 20th) - In Advance - current month income recognition,Creates billing items for contracts which have period duration = months and are invoiced In Advance
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:41,Last day Monthly,Automated,Active,Bill NPS Contracts - Monthly (After 20th) - In Arrears - current month income recognition,Creates billing items for contracts which have period duration = months and are invoiced In Arrears
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:41,Last day Monthly,Automated,Active,SU INC income recognition rentals - 3rd month backdated activation,
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:41,Last day Monthly,Automated,Active,SU INC income recognition rentals - 2nd month backdated activation,
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:41,Last day Monthly,Automated,Active,SU INC income recognition rentals - 1st month backdated activation,
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 17:41,Last day Monthly,Automated,Active,SU INC income recognition rentals - current month - active contracts,
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 18:28,Last day Monthly,Automated,Active,SU INC income recognition rentals - current month - terminated contracts,
100011,Monthly accounting operations,Income recognition rentals,30/11/2021 18:29,Last day Monthly,Automated,Active,Reverse NPS billing items after income recognition,
100011,Monthly accounting operations,Income recognition upfronts,30/11/2021 18:36,Last day Monthly,Automated,Active,SU INC income recognition upfronts (customer - trade in - RMT Admin Fee - GBB Fee),Treats all income recognition assets with status active or initialized (belonging to the income recognition portfolio).
100011,Monthly accounting operations,Contract wash out,30/11/2021 18:38,Last day Monthly,Automated,Active,Contract Wash out after contract termination,
100011,Monthly accounting operations,Process bad debt provisions - Sundry journal import,15/11/2021 07:51,On demand (deferred),Automated,Active,SOF_SundryPaymentDocument_Import,Register at contract level the required sundry postings via journal import
100011,Monthly accounting operations,Monthly cost recognition - MRI,,Disabled,Automated,Non Active,Monthly cost recognition prepaid expenses,Contains all auto posting templates with the posting event type 'Accrual Posting'
100013,Direct debit/credit,Update sales invoice payment preference,17/11/2021 23:30,Night,,,Update sales invoice payment preference,"Bulk job to be run on an ad hoc basis to update the payment preference on sales invoices.
Selection on the bulk job will retrieve sales invoice where the bank account is null and payment method is Direct Debit."
100013,Direct debit/credit,Direct debit collection - Create,17/11/2021 23:30,Night,Manual,Active,Direct Debit Collection WesBank,Direct debit collection to run on a daily basis
100013,Direct debit/credit,Direct debit collection - Export,17/11/2021 23:36,Night,Manual,Active,WBSA_Direct_Debit_Export,Direct debit export to run on a daily basis
100013,Direct debit/credit,Direct debit collection - Hash file import / confirmation file export,17/11/2021 23:30,Night,Manual,Active,WBSA_ACB_DirectDebit_Confirmation,Direct debit hash file import / confirmation file export
100013,Direct debit/credit,DIrect debit collection - Load report import,17/11/2021 23:30,Night,Manual,Active,WBSA_DirectDebit_LoadReport_Import,Direct debit load report import
100013,Direct debit/credit,Direct debit collection - Export Re-run,01/12/2021 12:11,On demand (deferred),Manual,Active,WBSA_Direct_Debit_Export - Re-run,Direct debit export to run on a daily basis
100013,Direct debit/credit,Direct credit payment - Create,16/11/2021 12:00,Morning,Automated,Active,Update posted vehicle purchase invoice to On Hold,
100013,Direct debit/credit,Direct credit payment - Create,16/11/2021 12:00,Morning,Automated,Active,Vehicle Disposal Only - Update vehicle sales invoice credit note to Direct Credit Payment,Updates the payment method on the credit note to refund the sales proceeds to the customer for the vehicle disposal only service to Direct Credit Payment when the related vehicle sales invoice is no longer outstanding.
100013,Direct debit/credit,Direct credit payment - Create,16/11/2021 12:00,Morning,Automated,Active,Vehicle Disposal Only - Update vehicle sales invoice credit note to On Hold,Updates the payment method on the credit note to refund the sales proceeds to the customer for the vehicle disposal only service to On Hold when the related vehicle sales invoice is still outstanding.
100013,Direct debit/credit,Direct credit payment - Create,16/11/2021 12:06,Morning,Automated,Active,Direct Credit Payment WesBank,Direct credit payment to run on a daily basis
100013,Direct debit/credit,Direct credit payment - Create,17/12/2021 10:00,Morning,Automated,Active,Calculate early payment discounts,This bulk job will create early payment discounts on payment documents of the type Direct Credit in status Allocated (depending on early payment config properties)
100013,Direct debit/credit,Direct credit payment - Export (ACB),17/11/2021 12:08,Morning,Manual,Active,Non vehicle purchase invoice payment export - ACB format,
